,visit_day,restaurant,shift_category,max_guests
414,2020-12-14,Plateau Terrace,LUNCH,2.0
415,2020-12-14,Pont de la Tour Restaurant,DINNER,4.0
416,2020-12-14,Quaglino’s Restaurant,DINNER,24.0
417,2020-12-14,Quaglino’s Restaurant,LUNCH,22.0
418,2020-12-14,Sartoria,LUNCH,20.0
419,2020-12-14,Skylon Restaurant,DINNER,28.0
420,2020-12-14,Skylon Restaurant,LUNCH,27.0
421,2020-12-14,South Place Chop House,DINNER,4.0
422,2020-12-14,South Place Chop House,LUNCH,2.0
423,2020-12-14,The Secret Garden,DINNER,2.0
424,2020-12-14,The Secret Garden,LUNCH,2.0
425,2020-12-15,100 Wardour St. Restaurant & Club,DINNER,9.0
426,2020-12-15,100 Wardour St. Restaurant & Club,LUNCH,2.0
427,2020-12-15,100 Wardour Street Bar & Lounge,LUNCH,16.0
428,2020-12-15,14 Hills,DINNER,22.0
429,2020-12-15,14 Hills,LUNCH,37.0
430,2020-12-15,Aster Cafe,LUNCH,8.0
431,2020-12-15,Aster Restaurant,DINNER,2.0
432,2020-12-15,Aster Restaurant,LUNCH,10.0
433,2020-12-15,Avenue,LUNCH,8.0
434,2020-12-15,Bluebird Chelsea Café,LUNCH,6.0
435,2020-12-15,Bluebird Chelsea Restaurant,DINNER,43.0
436,2020-12-15,Bluebird Chelsea Restaurant,LUNCH,25.0
437,2020-12-15,Bluebird White City,DINNER,7.0
438,2020-12-15,Bluebird White City,LUNCH,4.0
439,2020-12-15,Butlers Wharf Chophouse Restaurant,DINNER,6.0
440,2020-12-15,Butlers Wharf Chophouse Restaurant,LUNCH,36.0
441,2020-12-15,Cantina del Ponte,DINNER,47.0
442,2020-12-15,Cantina del Ponte,LUNCH,9.0
443,2020-12-15,Coq d'Argent Grill,DINNER,65.0
444,2020-12-15,Coq d'Argent Grill,LUNCH,60.0
445,2020-12-15,Coq d'Argent Restaurant,DINNER,18.0
446,2020-12-15,Coq d'Argent Restaurant,LUNCH,90.0
447,2020-12-15,Fish Market,DINNER,2.0
448,2020-12-15,Fish Market,LUNCH,2.0
449,2020-12-15,Fiume,DINNER,11.0
450,2020-12-15,Grand Café & Restaurant,DINNER,136.0
451,2020-12-15,Grand Café & Restaurant,LUNCH,109.0
452,2020-12-15,Klosterhaus,DINNER,3.0
453,2020-12-15,Launceston Place,DINNER,11.0
454,2020-12-15,Madison Restaurant,DINNER,91.0
455,2020-12-15,New Street Grill,DINNER,7.0
456,2020-12-15,New Street Grill,LUNCH,24.0
457,2020-12-15,Orrery,DINNER,53.0
458,2020-12-15,Orrery,LUNCH,34.0
459,2020-12-15,Paternoster Chophouse,DINNER,4.0
460,2020-12-15,Paternoster Chophouse,LUNCH,38.0
461,2020-12-15,Plateau Restaurant,DINNER,6.0
462,2020-12-15,Plateau Terrace,DINNER,4.0
463,2020-12-15,Plateau Terrace,LUNCH,4.0
464,2020-12-15,Pont de la Tour Bar & Grill,DINNER,3.0
465,2020-12-15,Pont de la Tour Restaurant,DINNER,61.0
466,2020-12-15,Pont de la Tour Restaurant,LUNCH,55.0
467,2020-12-15,Quaglino's Bar,DINNER,2.0
468,2020-12-15,Quaglino's Bar,LUNCH,2.0
469,2020-12-15,Quaglino's PDR,LUNCH,14.0
470,2020-12-15,Quaglino’s Restaurant,DINNER,34.0
471,2020-12-15,Quaglino’s Restaurant,LUNCH,26.0
472,2020-12-15,Radici,DINNER,2.0
473,2020-12-15,Radici,LUNCH,6.0
474,2020-12-15,Sartoria,DINNER,19.0
475,2020-12-15,Sartoria,LUNCH,13.0
476,2020-12-15,Skylon Restaurant,DINNER,28.0
477,2020-12-15,Skylon Restaurant,LUNCH,23.0
478,2020-12-15,South Place Chop House,DINNER,4.0
479,2020-12-15,South Place Chop House,LUNCH,6.0
480,2020-12-15,The Modern Pantry,DINNER,3.0
481,2020-12-15,The Secret Garden,DINNER,13.0
482,2020-12-16,100 Wardour Lounge Bar,LUNCH,10.0
483,2020-12-16,100 Wardour St. Restaurant & Club,DINNER,6.0
484,2020-12-16,100 Wardour St. Restaurant & Club,LUNCH,15.0
485,2020-12-16,100 Wardour Street Bar & Lounge,DINNER,14.0
486,2020-12-16,14 Hills,DINNER,99.0
487,2020-12-16,14 Hills,LUNCH,83.0
488,2020-12-16,20 Stories,LUNCH,45.0
489,2020-12-16,Angelica,DINNER,12.0
490,2020-12-16,Angler Restaurant,DINNER,27.0
491,2020-12-16,Aster Cafe,DINNER,7.0
492,2020-12-16,Aster Restaurant,LUNCH,4.0
493,2020-12-16,Avenue,DINNER,10.0
494,2020-12-16,Avenue,LUNCH,14.0
495,2020-12-16,Bluebird Chelsea Café,DINNER,5.0
496,2020-12-16,Bluebird Chelsea Café,LUNCH,3.0
497,2020-12-16,Bluebird Chelsea PDR,LUNCH,14.0
498,2020-12-16,Bluebird Chelsea Restaurant,DINNER,46.0
499,2020-12-16,Bluebird Chelsea Restaurant,LUNCH,24.0
500,2020-12-16,Bluebird White City,LUNCH,12.0
501,2020-12-16,Butlers Wharf Chophouse Restaurant,DINNER,11.0
502,2020-12-16,Butlers Wharf Chophouse Restaurant,LUNCH,31.0
503,2020-12-16,Cantina del Ponte,DINNER,11.0
504,2020-12-16,Cantina del Ponte,LUNCH,0.0
505,2020-12-16,Coq d'Argent Grill,DINNER,77.0
506,2020-12-16,Coq d'Argent Grill,LUNCH,91.0
507,2020-12-16,Coq d'Argent Restaurant,DINNER,45.0
508,2020-12-16,Coq d'Argent Restaurant,LUNCH,68.0
509,2020-12-16,Crafthouse,DINNER,2.0
510,2020-12-16,Crafthouse,LUNCH,2.0
511,2020-12-16,East 59th,LUNCH,6.0
512,2020-12-16,Fiume,DINNER,12.0
513,2020-12-16,Fiume,LUNCH,10.0
514,2020-12-16,Grand Café & Restaurant,DINNER,175.0
515,2020-12-16,Grand Café & Restaurant,LUNCH,162.0
516,2020-12-16,Issho Restaurant,DINNER,18.0
517,2020-12-16,Issho Restaurant,LUNCH,4.0
518,2020-12-16,Klosterhaus,DINNER,2.0
519,2020-12-16,Klosterhaus,LUNCH,2.0
520,2020-12-16,Launceston Place,DINNER,14.0
521,2020-12-16,Launceston Place,LUNCH,6.0
522,2020-12-16,Madison Restaurant,DINNER,122.0
523,2020-12-16,New Street Grill,DINNER,5.0
524,2020-12-16,New Street Grill,LUNCH,12.0
525,2020-12-16,Orrery,DINNER,87.0
526,2020-12-16,Orrery,LUNCH,43.0
527,2020-12-16,Paternoster Chophouse,DINNER,42.0
528,2020-12-16,Paternoster Chophouse,LUNCH,32.0
529,2020-12-16,Plateau Restaurant,DINNER,10.0
530,2020-12-16,Plateau Restaurant,LUNCH,2.0
531,2020-12-16,Plateau Terrace,LUNCH,11.0
532,2020-12-16,Pont de la Tour Bar & Grill,LUNCH,5.0
533,2020-12-16,Pont de la Tour Restaurant,DINNER,82.0
534,2020-12-16,Pont de la Tour Restaurant,LUNCH,59.0
535,2020-12-16,Quaglino's Bar,DINNER,8.0
536,2020-12-16,Quaglino's PDR,DINNER,8.0
537,2020-12-16,Quaglino’s Restaurant,DINNER,109.0
538,2020-12-16,Quaglino’s Restaurant,LUNCH,30.0
539,2020-12-16,Radici,DINNER,7.0
540,2020-12-16,Sartoria,DINNER,14.0
541,2020-12-16,Sartoria,LUNCH,27.0
542,2020-12-16,Skylon Restaurant,DINNER,19.0
543,2020-12-16,Skylon Restaurant,LUNCH,48.0
544,2020-12-16,South Place Chop House,DINNER,2.0
545,2020-12-16,South Place Chop House,LUNCH,14.0
546,2020-12-16,The Modern Pantry,DINNER,19.0
547,2020-12-16,The Secret Garden,DINNER,13.0
548,2020-12-16,The Secret Garden,LUNCH,4.0
549,2020-12-17,100 Wardour Lounge Bar,LUNCH,15.0
550,2020-12-17,100 Wardour St. Restaurant & Club,DINNER,105.0
551,2020-12-17,100 Wardour St. Restaurant & Club,LUNCH,43.0
552,2020-12-17,100 Wardour Street Bar & Lounge,DINNER,32.0
553,2020-12-17,100 Wardour Street Bar & Lounge,LUNCH,10.0
554,2020-12-17,14 Hills,DINNER,108.0
555,2020-12-17,14 Hills,LUNCH,75.0
556,2020-12-17,20 Stories,LUNCH,92.0
557,2020-12-17,Angelica,DINNER,11.0
558,2020-12-17,Angler Restaurant,DINNER,56.0
559,2020-12-17,Angler Restaurant,LUNCH,22.0
560,2020-12-17,Aster Cafe,DINNER,10.0
561,2020-12-17,Aster Cafe,LUNCH,7.0
562,2020-12-17,Aster Restaurant,DINNER,4.0
563,2020-12-17,Aster Restaurant,LUNCH,3.0
564,2020-12-17,Avenue,DINNER,13.0
565,2020-12-17,Avenue,LUNCH,2.0
566,2020-12-17,Bluebird Chelsea Café,DINNER,12.0
567,2020-12-17,Bluebird Chelsea PDR,LUNCH,13.0
568,2020-12-17,Bluebird Chelsea Restaurant,DINNER,90.0
569,2020-12-17,Bluebird Chelsea Restaurant,LUNCH,38.0
570,2020-12-17,Bluebird White City,DINNER,5.0
571,2020-12-17,Bluebird White City,LUNCH,3.0
572,2020-12-17,Butlers Wharf Chophouse Restaurant,DINNER,47.0
573,2020-12-17,Butlers Wharf Chophouse Restaurant,LUNCH,18.0
574,2020-12-17,Cantina del Ponte,DINNER,40.0
575,2020-12-17,Cantina del Ponte,LUNCH,18.0
576,2020-12-17,Coq d'Argent Grill,DINNER,70.0
577,2020-12-17,Coq d'Argent Grill,LUNCH,88.0
578,2020-12-17,Coq d'Argent Restaurant,DINNER,45.0
579,2020-12-17,Coq d'Argent Restaurant,LUNCH,89.0
580,2020-12-17,Crafthouse,LUNCH,17.0
581,2020-12-17,East 59th,LUNCH,8.0
582,2020-12-17,Fish Market,DINNER,2.0
583,2020-12-17,Fiume,DINNER,17.0
584,2020-12-17,Fiume,LUNCH,2.0
585,2020-12-17,Grand Café & Restaurant,DINNER,228.0
586,2020-12-17,Grand Café & Restaurant,LUNCH,187.0
587,2020-12-17,Issho Restaurant,DINNER,8.0
588,2020-12-17,Issho Restaurant,LUNCH,10.0
589,2020-12-17,Klosterhaus,DINNER,53.0
590,2020-12-17,Klosterhaus,LUNCH,29.0
591,2020-12-17,Launceston Place,DINNER,20.0
592,2020-12-17,Launceston Place,LUNCH,9.0
593,2020-12-17,Madison Restaurant,DINNER,174.0
594,2020-12-17,New Street Grill,DINNER,32.0
595,2020-12-17,New Street Grill,LUNCH,47.0
596,2020-12-17,Old Bengal Bar,LUNCH,21.0
597,2020-12-17,Orrery,DINNER,66.0
598,2020-12-17,Orrery,LUNCH,46.0
599,2020-12-17,Paternoster Chophouse,DINNER,37.0
600,2020-12-17,Paternoster Chophouse,LUNCH,27.0
601,2020-12-17,Plateau Restaurant,DINNER,2.0
602,2020-12-17,Plateau Terrace,DINNER,30.0
603,2020-12-17,Plateau Terrace,LUNCH,7.0
604,2020-12-17,Pont de la Tour Bar & Grill,DINNER,8.0
605,2020-12-17,Pont de la Tour Bar & Grill,LUNCH,2.0
606,2020-12-17,Pont de la Tour Restaurant,DINNER,87.0
607,2020-12-17,Pont de la Tour Restaurant,LUNCH,48.0
608,2020-12-17,Quaglino's Bar,DINNER,57.0
609,2020-12-17,Quaglino's Bar,LUNCH,7.0
610,2020-12-17,Quaglino's PDR,DINNER,20.0
611,2020-12-17,Quaglino’s Restaurant,DINNER,204.0
612,2020-12-17,Quaglino’s Restaurant,LUNCH,58.0
613,2020-12-17,Radici,DINNER,13.0
614,2020-12-17,Radici,LUNCH,2.0
615,2020-12-17,Sartoria,DINNER,18.0
616,2020-12-17,Sartoria,LUNCH,14.0
617,2020-12-17,Skylon Restaurant,DINNER,37.0
618,2020-12-17,Skylon Restaurant,LUNCH,14.0
619,2020-12-17,South Place Chop House,DINNER,12.0
620,2020-12-17,South Place Chop House,LUNCH,14.0
621,2020-12-17,The Modern Pantry,DINNER,4.0
622,2020-12-17,The Modern Pantry,LUNCH,6.0
623,2020-12-17,The Secret Garden,DINNER,11.0
624,2020-12-17,The Secret Garden,LUNCH,4.0
625,2020-12-18,100 Wardour Lounge Bar,LUNCH,18.0
626,2020-12-18,100 Wardour St. Restaurant & Club,DINNER,121.0
627,2020-12-18,100 Wardour Street Bar & Lounge,DINNER,36.0
628,2020-12-18,100 Wardour Street Bar & Lounge,LUNCH,2.0
629,2020-12-18,14 Hills,DINNER,166.0
630,2020-12-18,14 Hills,LUNCH,56.0
631,2020-12-18,20 Stories,LUNCH,234.0
632,2020-12-18,Angelica,LUNCH,22.0
633,2020-12-18,Angler Restaurant,DINNER,26.0
634,2020-12-18,Angler Restaurant,LUNCH,29.0
635,2020-12-18,Aster Cafe,DINNER,16.0
636,2020-12-18,Aster Cafe,LUNCH,4.0
637,2020-12-18,Aster Restaurant,DINNER,12.0
638,2020-12-18,Aster Restaurant,LUNCH,4.0
639,2020-12-18,Avenue,DINNER,2.0
640,2020-12-18,Avenue,LUNCH,6.0
641,2020-12-18,Bluebird Chelsea Café,DINNER,17.0
642,2020-12-18,Bluebird Chelsea Restaurant,DINNER,143.0
643,2020-12-18,Bluebird Chelsea Restaurant,LUNCH,53.0
644,2020-12-18,Bluebird White City,DINNER,2.0
645,2020-12-18,Butlers Wharf Chophouse Restaurant,DINNER,75.0
646,2020-12-18,Butlers Wharf Chophouse Restaurant,LUNCH,29.0
647,2020-12-18,Cantina del Ponte,DINNER,49.0
648,2020-12-18,Cantina del Ponte,LUNCH,28.0
649,2020-12-18,Coq d'Argent Grill,DINNER,99.0
650,2020-12-18,Coq d'Argent Grill,LUNCH,79.0
651,2020-12-18,Coq d'Argent Restaurant,DINNER,41.0
652,2020-12-18,Coq d'Argent Restaurant,LUNCH,50.0
653,2020-12-18,Crafthouse,DINNER,6.0
654,2020-12-18,East 59th,DINNER,22.0
655,2020-12-18,Fish Market,DINNER,2.0
656,2020-12-18,Fish Market,LUNCH,5.0
657,2020-12-18,Fiume,DINNER,20.0
658,2020-12-18,Fiume,LUNCH,3.0
659,2020-12-18,Grand Café & Restaurant,DINNER,233.0
660,2020-12-18,Grand Café & Restaurant,LUNCH,132.0
661,2020-12-18,Issho Bar,DINNER,2.0
662,2020-12-18,Issho Bar,LUNCH,2.0
663,2020-12-18,Issho Restaurant,DINNER,76.0
664,2020-12-18,Issho Restaurant,LUNCH,4.0
665,2020-12-18,Klosterhaus,DINNER,111.0
666,2020-12-18,Klosterhaus,LUNCH,23.0
667,2020-12-18,Launceston Place,DINNER,18.0
668,2020-12-18,Launceston Place,LUNCH,17.0
669,2020-12-18,Madison Restaurant,DINNER,217.0
670,2020-12-18,New Street Grill,DINNER,15.0
671,2020-12-18,New Street Grill,LUNCH,28.0
672,2020-12-18,Old Bengal Bar,LUNCH,6.0
673,2020-12-18,Orrery,DINNER,109.0
674,2020-12-18,Orrery,LUNCH,49.0
675,2020-12-18,Paternoster Chophouse,DINNER,33.0
676,2020-12-18,Paternoster Chophouse,LUNCH,18.0
677,2020-12-18,Plateau Restaurant,DINNER,13.0
678,2020-12-18,Plateau Terrace,DINNER,7.0
679,2020-12-18,Plateau Terrace,LUNCH,2.0
680,2020-12-18,Pont de la Tour Bar & Grill,DINNER,6.0
681,2020-12-18,Pont de la Tour Bar & Grill,LUNCH,14.0
682,2020-12-18,Pont de la Tour Restaurant,DINNER,92.0
683,2020-12-18,Pont de la Tour Restaurant,LUNCH,41.0
684,2020-12-18,Quaglino's Bar,DINNER,64.0
685,2020-12-18,Quaglino's Bar,LUNCH,24.0
686,2020-12-18,Quaglino's PDR,DINNER,15.0
687,2020-12-18,Quaglino's PDR,LUNCH,8.0
688,2020-12-18,Quaglino’s Restaurant,DINNER,302.0
689,2020-12-18,Quaglino’s Restaurant,LUNCH,48.0
690,2020-12-18,Radici,DINNER,16.0
691,2020-12-18,Radici,LUNCH,5.0
692,2020-12-18,Sartoria,DINNER,23.0
693,2020-12-18,Sartoria,LUNCH,10.0
694,2020-12-18,Skylon Restaurant,DINNER,25.0
695,2020-12-18,Skylon Restaurant,LUNCH,54.0
696,2020-12-18,South Place Chop House,DINNER,2.0
697,2020-12-18,South Place Chop House,LUNCH,4.0
698,2020-12-18,The Modern Pantry,DINNER,2.0
699,2020-12-18,The Secret Garden,DINNER,9.0
700,2020-12-19,100 Wardour Lounge Bar,LUNCH,11.0
701,2020-12-19,100 Wardour St. Restaurant & Club,DINNER,102.0
702,2020-12-19,100 Wardour St. Restaurant & Club,LUNCH,258.0
703,2020-12-19,100 Wardour Street Bar & Lounge,DINNER,80.0
704,2020-12-19,100 Wardour Street Bar & Lounge,LUNCH,124.0
705,2020-12-19,14 Hills,DINNER,157.0
706,2020-12-19,14 Hills,LUNCH,189.0
707,2020-12-19,20 Stories,LUNCH,412.0
708,2020-12-19,Angelica,LUNCH,51.0
709,2020-12-19,Angler Restaurant,DINNER,40.0
710,2020-12-19,Angler Restaurant,LUNCH,6.0
711,2020-12-19,Aster Cafe,DINNER,6.0
712,2020-12-19,Aster Cafe,LUNCH,4.0
713,2020-12-19,Aster Restaurant,DINNER,19.0
714,2020-12-19,Aster Restaurant,LUNCH,14.0
715,2020-12-19,Avenue,DINNER,5.0
716,2020-12-19,Avenue,LUNCH,65.0
717,2020-12-19,Bluebird Chelsea Café,LUNCH,10.0
718,2020-12-19,Bluebird Chelsea PDR,LUNCH,29.0
719,2020-12-19,Bluebird Chelsea Restaurant,DINNER,182.0
720,2020-12-19,Bluebird Chelsea Restaurant,LUNCH,123.0
721,2020-12-19,Bluebird White City,DINNER,9.0
722,2020-12-19,Bluebird White City,LUNCH,4.0
723,2020-12-19,Butlers Wharf Chophouse Restaurant,DINNER,48.0
724,2020-12-19,Butlers Wharf Chophouse Restaurant,LUNCH,40.0
725,2020-12-19,Cantina del Ponte,DINNER,43.0
726,2020-12-19,Cantina del Ponte,LUNCH,27.0
727,2020-12-19,Coq d'Argent Grill,DINNER,87.0
728,2020-12-19,Coq d'Argent Grill,LUNCH,79.0
729,2020-12-19,Coq d'Argent Restaurant,DINNER,44.0
730,2020-12-19,Coq d'Argent Restaurant,LUNCH,38.0
731,2020-12-19,Crafthouse,DINNER,31.0
732,2020-12-19,Crafthouse,LUNCH,8.0
733,2020-12-19,East 59th,DINNER,91.0
734,2020-12-19,Fish Market,DINNER,9.0
735,2020-12-19,Fish Market,LUNCH,15.0
736,2020-12-19,Fiume,DINNER,46.0
737,2020-12-19,Fiume,LUNCH,5.0
738,2020-12-19,Grand Café & Restaurant,DINNER,234.0
739,2020-12-19,Grand Café & Restaurant,LUNCH,213.0
740,2020-12-19,Issho Bar,DINNER,18.0
741,2020-12-19,Issho Bar,LUNCH,21.0
742,2020-12-19,Issho Restaurant,DINNER,107.0
743,2020-12-19,Issho Restaurant,LUNCH,8.0
744,2020-12-19,Klosterhaus,DINNER,152.0
745,2020-12-19,Klosterhaus,LUNCH,97.0
746,2020-12-19,Launceston Place,DINNER,48.0
747,2020-12-19,Launceston Place,LUNCH,2.0
748,2020-12-19,Madison Restaurant,LUNCH,300.0
749,2020-12-19,New Street Grill,DINNER,14.0
750,2020-12-19,New Street Grill,LUNCH,36.0
751,2020-12-19,Orrery,DINNER,79.0
752,2020-12-19,Orrery,LUNCH,68.0
753,2020-12-19,Paternoster Chophouse,DINNER,65.0
754,2020-12-19,Paternoster Chophouse,LUNCH,26.0
755,2020-12-19,Plateau Restaurant,DINNER,24.0
756,2020-12-19,Plateau Restaurant,LUNCH,37.0
757,2020-12-19,Plateau Terrace,DINNER,11.0
758,2020-12-19,Plateau Terrace,LUNCH,45.0
759,2020-12-19,Pont de la Tour Bar & Grill,DINNER,4.0
760,2020-12-19,Pont de la Tour Restaurant,DINNER,104.0
761,2020-12-19,Pont de la Tour Restaurant,LUNCH,66.0
762,2020-12-19,Quaglino's Bar,DINNER,70.0
763,2020-12-19,Quaglino's Bar,LUNCH,81.0
764,2020-12-19,Quaglino's PDR,DINNER,15.0
765,2020-12-19,Quaglino’s Restaurant,DINNER,380.0
766,2020-12-19,Quaglino’s Restaurant,LUNCH,302.0
767,2020-12-19,Radici,LUNCH,24.0
768,2020-12-19,Sartoria,DINNER,46.0
769,2020-12-19,Skylon Restaurant,DINNER,42.0
770,2020-12-19,Skylon Restaurant,LUNCH,72.0
771,2020-12-19,South Place Chop House,DINNER,2.0
772,2020-12-19,South Place Chop House,LUNCH,10.0
773,2020-12-19,The Modern Pantry,LUNCH,13.0
774,2020-12-19,The Secret Garden,DINNER,10.0
775,2020-12-19,The Secret Garden,LUNCH,48.0
776,2020-12-20,100 Wardour St. Restaurant & Club,LUNCH,100.0
777,2020-12-20,14 Hills,DINNER,79.0
778,2020-12-20,14 Hills,LUNCH,82.0
779,2020-12-20,20 Stories,LUNCH,215.0
780,2020-12-20,Angelica,LUNCH,3.0
781,2020-12-20,Angler Restaurant,LUNCH,4.0
782,2020-12-20,Avenue,LUNCH,15.0
783,2020-12-20,Bluebird Chelsea Café,LUNCH,4.0
784,2020-12-20,Bluebird Chelsea Restaurant,DINNER,36.0
785,2020-12-20,Bluebird Chelsea Restaurant,LUNCH,93.0
786,2020-12-20,Bluebird White City,LUNCH,3.0
787,2020-12-20,Butlers Wharf Chophouse Restaurant,LUNCH,26.0
788,2020-12-20,Coq d'Argent Grill,LUNCH,69.0
789,2020-12-20,Coq d'Argent Restaurant,LUNCH,7.0
790,2020-12-20,Crafthouse,LUNCH,26.0
791,2020-12-20,East 59th,LUNCH,5.0
792,2020-12-20,Fiume,LUNCH,18.0
793,2020-12-20,Grand Café & Restaurant,DINNER,59.0
794,2020-12-20,Grand Café & Restaurant,LUNCH,95.0
795,2020-12-20,Issho Restaurant,LUNCH,8.0
796,2020-12-20,Klosterhaus,LUNCH,39.0
797,2020-12-20,Launceston Place,DINNER,10.0
798,2020-12-20,Launceston Place,LUNCH,16.0
799,2020-12-20,Madison Restaurant,LUNCH,183.0
800,2020-12-20,New Street Grill,LUNCH,11.0
801,2020-12-20,Orrery,LUNCH,72.0
802,2020-12-20,Paternoster Chophouse,LUNCH,47.0
803,2020-12-20,Plateau Restaurant,LUNCH,8.0
804,2020-12-20,Plateau Terrace,LUNCH,4.0
805,2020-12-20,Pont de la Tour Restaurant,LUNCH,86.0
806,2020-12-20,Quaglino's Bar,LUNCH,68.0
807,2020-12-20,Quaglino’s Restaurant,LUNCH,372.0
808,2020-12-20,Skylon Restaurant,DINNER,6.0
809,2020-12-20,Skylon Restaurant,LUNCH,14.0
810,2020-12-20,South Place Chop House,DINNER,4.0
811,2020-12-20,South Place Chop House,LUNCH,18.0
812,2020-12-20,The Modern Pantry,LUNCH,2.0
813,2020-12-20,The Secret Garden,LUNCH,7.0
814,2020-12-21,100 Wardour St. Restaurant & Club,DINNER,8.0
815,2020-12-21,100 Wardour Street Bar & Lounge,LUNCH,2.0
816,2020-12-21,14 Hills,DINNER,63.0
817,2020-12-21,14 Hills,LUNCH,33.0
818,2020-12-21,20 Stories,LUNCH,132.0
819,2020-12-21,Angelica,LUNCH,2.0
820,2020-12-21,Angler Restaurant,DINNER,6.0
821,2020-12-21,Aster Cafe,DINNER,4.0
822,2020-12-21,Aster Restaurant,DINNER,4.0
823,2020-12-21,Bluebird Chelsea Café,DINNER,8.0
824,2020-12-21,Bluebird Chelsea Café,LUNCH,4.0
825,2020-12-21,Bluebird Chelsea Restaurant,DINNER,37.0
826,2020-12-21,Bluebird Chelsea Restaurant,LUNCH,12.0
827,2020-12-21,Bluebird White City,DINNER,7.0
828,2020-12-21,Bluebird White City,LUNCH,4.0
829,2020-12-21,Coq d'Argent Grill,DINNER,41.0
830,2020-12-21,Coq d'Argent Grill,LUNCH,58.0
831,2020-12-21,Coq d'Argent Restaurant,DINNER,40.0
832,2020-12-21,Coq d'Argent Restaurant,LUNCH,34.0
